jobTitle,company,location,experience,salary,jobLink,skills
Frontend Developer,Loopbots Technology,Surat,2-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-frontend-developer-loopbots-technology-surat-2-to-5-years-051124502988,"frontend development, front end, emerging technologies, css, ui development, user interface designing, photoshop, bootstrap"
Frontend Developer,Avology Technologies,Mohali,2-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-frontend-developer-avology-technologies-mohali-2-to-5-years-051124502356,"Front End Development, CSS, Front end, JavaScript, HTML, Responsive Design, End, Front"
Frontend Developer,Anamarhs,Kolkata,2-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-frontend-developer-anamarhs-kolkata-2-to-5-years-041024501472,"frontend development, front end, emerging technologies, css, ui development, user interface designing, photoshop, bootstrap"
Frontend Developer Internship,Atya Technologies,Hyderabad,N/A,Unpaid,https://www.naukri.com/job-listings-frontend-developer-internship-atya-technologies-hyderabad-0-to-1-years-031224506692,
Frontend Developer,Devtree Solutions,Kolkata,2-3 Yrs,Not disclosed,https://www.naukri.com/job-listings-frontend-developer-devtree-solutions-kolkata-2-to-3-years-031023500608,"UI development, CSS, jQuery, Front end, User interface designing, Javascript, HTML, Photoshop"
Frontend Developer,Ixie Gaming,Mumbai,2-7 Yrs,Not disclosed,https://www.naukri.com/job-listings-frontend-developer-ixie-gaming-mumbai-2-to-7-years-301223500163,"IT services, SAN, Head Business Development, Front end, SOC, Javascript, HTML, CRM"
Frontend Developer,Elets Technomedia,Noida,3-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-frontend-developer-elets-technomedia-pvt-ltd-noida-3-to-5-years-301222500420,"Backend, jQuery, Front end, Scalability, html5, Javascript, angularjs, CSS3"
Frontend Developer,Tntra,"Ahmedabad, Vadodara",3-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-frontend-developer-tntra-ahmedabad-vadodara-3-to-6-years-300722500123,"Supply chain, Computer science, jQuery, Coding, Debugging, Javascript, Healthcare, HTML"
Frontend Developer,Scwebtech,Kolkata,1-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-frontend-developer-scwebtech-kolkata-1-to-6-years-300622501542,"Training, CSS, jQuery, Front end, Coding, html5, Analytical, Javascript"
Frontend Developer,Softqube Technologies,Ahmedabad,1-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-frontend-developer-softqube-technologies-pvt-ltd-ahmedabad-1-to-4-years-300123501621,"Basic, SIDE, jQuery, GIT, Web technologies, Coding, Web development, Javascript"
Frontend Developer,Simulationhub,Pune,2-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-frontend-developer-simulationhub-pune-2-to-5-years-290724502016,"Computer science, Geometry, Front end, Analytical, Debugging, Agile, Autodesk, HTML"
Frontend Developer,Zumen Technologies,Chennai,3-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-frontend-developer-zumen-technologies-chennai-3-to-8-years-290622501803,"Procurement, Costing, PDF, Front end, Invoice processing, Project planning, HTTP, Cost estimation"
Frontend Developer,White Orange Software,Surat,1-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-frontend-developer-white-orange-software-surat-1-to-5-years-290224501441,"PSD, Process design, jQuery, Front end, Web development, Javascript, Design development, HTML"
Frontend Developer,Veuz Concepts,Kozhikode,2-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-frontend-developer-veuz-concepts-pvt-ltd-kozhikode-2-to-5-years-290124502141,"Automation, Front end, Coding, Web development, Debugging, Javascript, HTML, Visual Studio"
Frontend Developer,Neemtree Internet,Gurugram,2-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-frontend-developer-neemtree-internet-pvt-ltd-gurugram-2-to-4-years-280423501424,"CSS, GIT, Front end, Schema, HTML, Test cases, SEO, Middleware"
Frontend developer,Zecotok,Panchkula,2-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-frontend-developer-zecotok-panchkula-2-to-5-years-261223501392,"Architect, CSS, Front end, Web technologies, Javascript, HTML, Frontend Development, Development"
Frontend Developer,Coders Brain Pvt Ltd,Chennai,3-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-frontend-developer-coders-brain-pvt-ltd-chennai-3-to-5-years-260823500283,"Backend, Version control, GIT, Front end, Coding, Debugging, Javascript, HTML"
Frontend Developer,Bigstep Technologies,Kolkata,2-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-frontend-developer-bigstep-technologies-pvt-ltd-kolkata-2-to-5-years-250521500873,"jQuery, Coding, Analytical, Web development, Javascript, HTML, JSON, SDLC"
Frontend Developer,Transfunnel Consulting,Jaipur,2-7 Yrs,Not disclosed,https://www.naukri.com/job-listings-frontend-developer-transfunnel-consulting-pvt-ltd-jaipur-2-to-7-years-250423501149,"Front end, DOM, PDF, Social media, Consulting, HTML, SEO, Ajax"
Frontend Developer,Agrigator,Gurugram,2-7 Yrs,Not disclosed,https://www.naukri.com/job-listings-frontend-developer-agrigator-gurugram-2-to-7-years-241024504111,"Supply chain, jQuery, GIT, Web technologies, Illustrator, Javascript, SEO, Ajax"
Frontend Developer,Actify Business,Thane,3-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-frontend-developer-actify-business-thane-3-to-4-years-241024504107,"Front end, Compliance, html5, Javascript, HTML, Web designing, Information technology, digital transformation"
Frontend Developer,Think Future,Gurugram,2-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-frontend-developer-think-future-technologies-gurugram-2-to-5-years-241024500351,"CSS, Version control, orchestration, Front end, Web development, Javascript, HTML, Cs"
Two Frontend Developers,Tech Formation Services,Ludhiana,1-2 Yrs,Not disclosed,https://www.naukri.com/job-listings-two-frontend-developers-tech-formation-ludhiana-1-to-2-years-240620500983,"Backend, CSS, Front end, Version control, GIT, Control system, System programming, Programming"
Frontend Developer,Avesta Technologies,Ahmedabad,2-7 Yrs,Not disclosed,https://www.naukri.com/job-listings-frontend-developer-avesta-technologies-ahmedabad-2-to-7-years-240423501635,"Health insurance, human capital, Consulting, Cloud, Agile, HTML, Application development, JIRA"
Frontend developer,Appcode Technologies,Faridabad,3-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-frontend-developer-appcode-technologies-pvt-ltd-faridabad-3-to-4-years-220923500369,"Computer science, Interpersonal skills, Graphic designing, CSS, Front end, jQuery, Illustrator, Javascript"
Frontend Developer,Redn Technologies,Patna,1 Yrs,Not disclosed,https://www.naukri.com/job-listings-frontend-developer-redn-patna-1-to-1-years-210524500185,"CSS, Team management, Front end, Web technologies, Project management, Javascript, Performance optimization, Mentor"
Frontend Developer,Indium Software,Mumbai,3-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-frontend-developer-indium-software-india-limited-mumbai-3-to-8-years-201023500581,"IT services, SAN, Head Business Development, Front end, SOC, Javascript, HTML, CRM"
Frontend Developer,Information Security Media Group (ISMG),Mumbai,2-7 Yrs,Not disclosed,https://www.naukri.com/job-listings-frontend-developer-ismg-information-security-management-group-mumbai-2-to-7-years-190624501771,"CSS, jQuery, Web technologies, User interface designing, Information security, PHP, HTML, Research"
Backend Developer,Azto Softcon,Bengaluru,0-1 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-azto-softcon-pvt-ltd-bengaluru-0-to-1-years-021224501994,"rest, python, web application architecture, dbms, backend development, javascript, jquery, sql"
Backend Developer,IBM,Bengaluru,1-3 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-ibm-india-pvt-limited-bengaluru-1-to-3-years-011224901421,"microservices, j2ee, rest, javascript, web framework, continuous integration, kubernetes, redhat openshift"
Backend Developer - Portal,Hewlett-Packard,Bengaluru,7-10 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-portal-hp-bengaluru-7-to-10-years-031224502741,"Computer science, Product quality, Backend, Linux, Coding, Application programming, Debugging, Management"
immediate joining Frontend Developer Backend Developer Freshers & Exp,Coriolis Tech,Pune,0-1 Yrs,3.25-6.5 Lacs PA,https://www.naukri.com/job-listings-immediate-joining-frontend-developer-backend-developer-freshers-exp-coriolis-tech-pune-0-to-1-years-021224004437,"Postgresql, JSON, Angular, Javascript, Oracle, Problem Solving, Spring Boot, Node.Js"
Consultant - C# Backend Developer,Genpact,Kolkata,0-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-consultant-c-backend-developer-headstrong-genpact-kolkata-0-to-6-years-271124501054,"Computer science, Analytical skills, Backend, Purchase, C, Agile scrum, Technical design, Diversity and Inclusion"
Backend Developer with 8-10 years experience,Globallogic,Noida,5-10 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-with-8-10-years-experience-globallogic-noida-5-to-10-years-031224003438,"api integration, analytical, web application, server side, web services, owasp, mybatis, code versioning tools"
Backend Developer,Picarro,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-2 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-picarro-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-2-years-031224506868,"Computer science, Semiconductor, Backend, jQuery, Front end, XML, MySQL, HTML"
C# Backend developer,Utthunga Technologies,Bengaluru,0-1 Yrs,Not disclosed,https://www.naukri.com/job-listings-c-backend-developer-utthunga-technologies-pvt-ltd-bengaluru-0-to-1-years-221124503546,"C++, Backend, Version control, GIT, Architecture, Coding, Memory management, Atl"
Backend Developer,Assiduus Distribution,Bengaluru,2-7 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-assiduus-distribution-private-limited-bengaluru-2-to-7-years-031224507061,"Backend, HP data protector, Data modeling, Coding, Django, Debugging, Javascript, Selenium"
Role Category: Backend Developer,Byasa Tech Solutions,Mumbai,1-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-role-category-backend-developer-byasa-tech-solutions-mumbai-1-to-4-years-031224506644,"jQuery, Linux, Coding, MySQL, Javascript, PHP, HTML, Windows"
Backend Developer,IBM,Bengaluru,1-3 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-ibm-india-pvt-limited-bengaluru-1-to-3-years-031224921932,"golang, openshift, javascript, agile software development, ocp, container, kubernetes, continuous integration"
Backend Developer,IBM,Bengaluru,2-7 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-ibm-india-pvt-limited-bengaluru-2-to-7-years-031224920517,"docker, system administration, git, cloud storage, container orchestration, continuous integration, kubernetes, golang"
Backend Developer,IBM,Kochi,5-10 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-ibm-india-pvt-limited-kochi-5-to-10-years-031224916145,"redux, html/css, react.js, software engineering, javascript, css, dbms, microservices"
Backend developer,IBM,Kochi,5-10 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-ibm-india-pvt-limited-kochi-5-to-10-years-031224915258,"sql, github, vb, net application, .net, algorithms, css, c++"
Backend Developer,IBM,Bengaluru,5-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-ibm-india-pvt-limited-bengaluru-5-to-8-years-291124911057,"iptables, tcp, cloud technologies, microservices, hybrid cloud, kubernetes, rest, application software"
Backend Developer,IBM,Bengaluru,8-13 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-ibm-india-pvt-limited-bengaluru-8-to-13-years-291124918099,"golang, python, software development, php, iaas, css, c++, jquery"
Backend Developer,IBM,Bengaluru,1-3 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-ibm-india-pvt-limited-bengaluru-1-to-3-years-281124903273,"cloud technologies, java, jenkins, github, software development, c++, css, dbms"
Backend Developer,IBM,Bengaluru,5-10 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-ibm-india-pvt-limited-bengaluru-5-to-10-years-261124922147,"c#, kubernetes, docker, troubleshooting, debugging, container, continuous integration, python"
Backend Developer,IBM,Bengaluru,5-10 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-ibm-india-pvt-limited-bengaluru-5-to-10-years-261124921964,"stored procedures, c#, software development, sql server, .net, continuous integration, css, web application"
Backend Developer,Unacademy,Bengaluru,2-6 Yrs,20-30 Lacs PA,https://www.naukri.com/job-listings-backend-developer-unacademy-bengaluru-2-to-6-years-281124010271,"Golang, Java, Spring, Python, Backend Development, Backend, Development"
Backend Developer,IBM,Bengaluru,1-3 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-ibm-india-pvt-limited-bengaluru-1-to-3-years-291124903944,"golang, docker, system administration, git, container orchestration, continuous integration, kubernetes, qemu"
Compiler Backend Developer,IBM,Bengaluru,3-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-compiler-backend-developer-ibm-india-pvt-limited-bengaluru-3-to-8-years-261124922368,"c++, zos, software development, pli, cobol, css, golang, dbms"
Backend Developer,Shashwath Solution,Hybrid - Pune,4-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-shashwath-solution-pune-4-to-6-years-031224919055,"Backend Development, CSS, Django, HTML, JSON, ORM, Data Processing, Data"
Backend Developer,N J Design Park,Bhilai,2-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-n-j-design-park-bhilai-2-to-4-years-031224507453,"Backend, Backend Development, Development"
Backend Developer,Aavrti Technology,Surat,1-3 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-aavrti-technology-surat-1-to-3-years-031224507113,"Backend, Backend Development, Development"
Backend Developer,Aasva Technologies India,Rameswaram,1-3 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-aasva-technologies-india-rameswaram-1-to-3-years-031224507107,"Backend, Development, Backend Development"
Backend Developer,Explorance,Chennai,2-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-explorance-chennai-2-to-5-years-031224504784,"Backend, IIS, jQuery, GIT, Debugging, Javascript, HTML, Troubleshooting"
Backend Developer,M G Muthu Group (MGM),Chennai(Mylapore),3-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-m-g-muthu-group-mgm-chennai-3-to-5-years-031224009071,"Node.Js, Ci/Cd, Laravel, Express, Msql, Jwt, Graphql, Api Integration"
Backend Developer,IBM,Kochi,2-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-ibm-india-pvt-limited-kochi-2-to-5-years-301124907209,"microservices, j2ee, rest, javascript, web framework, continuous integration, kubernetes, redhat openshift"
Backend Developer,IBM,Ahmedabad,5-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-ibm-india-pvt-limited-ahmedabad-5-to-8-years-261124923400,"react.js, java, software development, microsoft azure, javascript, algorithms, kubernetes, css"
Backend developer,IBM,Kochi,3-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-ibm-india-pvt-limited-kochi-3-to-4-years-261124922187,"dbms, react.js, java, j2ee, agile, continuous integration, css, ci/cd"
